user_id,simulated_day,simulated_meal_time,ground_truth_id,ground_truth_name,recommendation_1,recommendation_2,recommendation_3,full_recommendation_ids,hit
USR_002,Friday,Dinner,RST_001,Tomyam Utama,Restoran Al Bayan,Rahman's Corner,Kari Kepala Ikan Salim,"['RST_031', 'RST_004', 'RST_049', 'RST_033', 'RST_063', 'RST_017', 'RST_062', 'RST_020', 'RST_043', 'RST_067']",0
USR_002,Saturday,Lunch,RST_003,Nasi Ayam Berempah,Marrybrown Seri Iskandar,A&W Seri Iskandar,Village 2 Café UTP,"['RST_067', 'RST_037', 'RST_063', 'RST_017', 'RST_062', 'RST_020', 'RST_083', 'RST_054', 'RST_031', 'RST_006']",0
USR_002,Saturday,Dinner,RST_034,Domino's Seri Iskandar,Restoran Al Bayan,Rahman's Corner,Kari Kepala Ikan Salim,"['RST_031', 'RST_004', 'RST_049', 'RST_063', 'RST_017', 'RST_033', 'RST_062', 'RST_020', 'RST_043', 'RST_067']",0
USR_003,Thursday,Lunch,RST_017,Village 3 (V3) Café UTP,Harraz Café Village 6 (V6),Village 2 Café UTP,Village 3 (V3) Café UTP,"['RST_020', 'RST_063', 'RST_017', 'RST_062', 'RST_064', 'RST_065', 'RST_035', 'RST_023', 'RST_060', 'RST_012']",1
USR_003,Thursday,Dinner,RST_024,Shawarma Zinger UTP,Harraz Café Village 6 (V6),Village 2 Café UTP,Village 3 (V3) Café UTP,"['RST_020', 'RST_063', 'RST_017', 'RST_062', 'RST_064', 'RST_065', 'RST_012', 'RST_035', 'RST_006', 'RST_024']",1
USR_003,Friday,Lunch,RST_063,Village 2 Café UTP,Harraz Café Village 6 (V6),Village 2 Café UTP,Village 3 (V3) Café UTP,"['RST_020', 'RST_063', 'RST_017', 'RST_062', 'RST_064', 'RST_065', 'RST_035', 'RST_023', 'RST_060', 'RST_012']",1
USR_003,Friday,Dinner,RST_028,Krua Thai Tomyam,Harraz Café Village 6 (V6),Village 2 Café UTP,Village 3 (V3) Café UTP,"['RST_020', 'RST_063', 'RST_017', 'RST_062', 'RST_065', 'RST_035', 'RST_024', 'RST_013', 'RST_040', 'RST_046']",0
USR_003,Saturday,Lunch,RST_014,Ayam Gepuk Pak Gembus Seri Iskandar,Harraz Café Village 6 (V6),Village 2 Café UTP,Secret Recipe Seri Iskandar,"['RST_020', 'RST_063', 'RST_035', 'RST_062', 'RST_017', 'RST_023', 'RST_060', 'RST_065', 'RST_012', 'RST_021']",0
USR_003,Saturday,Dinner,RST_020,Harraz Café Village 6 (V6),Harraz Café Village 6 (V6),Village 2 Café UTP,Secret Recipe Seri Iskandar,"['RST_020', 'RST_063', 'RST_035', 'RST_062', 'RST_017', 'RST_013', 'RST_040', 'RST_023', 'RST_060', 'RST_047']",1
USR_003,Sunday,Lunch,RST_901,Home Cooked,Harraz Café Village 6 (V6),Village 2 Café UTP,Village 5 Café UTP,"['RST_020', 'RST_063', 'RST_062', 'RST_017', 'RST_035', 'RST_023', 'RST_060', 'RST_065', 'RST_064', 'RST_012']",0
USR_003,Sunday,Dinner,RST_901,Home Cooked,Harraz Café Village 6 (V6),Village 2 Café UTP,Village 5 Café UTP,"['RST_020', 'RST_063', 'RST_062', 'RST_017', 'RST_024', 'RST_035', 'RST_013', 'RST_040', 'RST_023', 'RST_060']",0
USR_004,Tuesday,Breakfast,RST_062,Village 5 Café UTP,Village 5 Café UTP,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_062', 'RST_017', 'RST_063', 'RST_064', 'RST_020', 'RST_025', 'RST_006', 'RST_073', 'RST_007', 'RST_023']",1
USR_004,Tuesday,Lunch,RST_061,Ayam Gepuk Pak Gendut Seri Iskandar,Village 5 Café UTP,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_062', 'RST_017', 'RST_063', 'RST_064', 'RST_020', 'RST_050', 'RST_008', 'RST_057', 'RST_025', 'RST_006']",0
USR_004,Tuesday,Dinner,RST_020,Harraz Café Village 6 (V6),Village 5 Café UTP,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_062', 'RST_017', 'RST_063', 'RST_064', 'RST_020', 'RST_024', 'RST_043', 'RST_050', 'RST_057', 'RST_082']",1
USR_004,Wednesday,Lunch,RST_062,Village 5 Café UTP,Village 5 Café UTP,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_062', 'RST_017', 'RST_063', 'RST_064', 'RST_035', 'RST_020', 'RST_050', 'RST_008', 'RST_057', 'RST_025']",1
USR_004,Wednesday,Dinner,RST_020,Harraz Café Village 6 (V6),Village 5 Café UTP,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_062', 'RST_017', 'RST_063', 'RST_064', 'RST_020', 'RST_024', 'RST_043', 'RST_050', 'RST_057', 'RST_082']",1
USR_004,Thursday,Brunch,RST_062,Village 5 Café UTP,Village 5 Café UTP,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_062', 'RST_017', 'RST_063', 'RST_064', 'RST_020', 'RST_008', 'RST_057', 'RST_025', 'RST_006', 'RST_035']",1
USR_004,Thursday,Linner,RST_064,Manje's Burger Café,Village 5 Café UTP,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_062', 'RST_017', 'RST_063', 'RST_064', 'RST_020', 'RST_043', 'RST_050', 'RST_057', 'RST_082', 'RST_006']",1
USR_004,Thursday,Late Dinner,RST_062,Village 5 Café UTP,Manje's Burger Café,Shawarma Zinger UTP,"Che'gu Cafe, Restaurant & Catering","['RST_064', 'RST_024', 'RST_043', 'RST_082', 'RST_013', 'RST_037', 'RST_040', 'RST_072', 'RST_014', 'RST_060']",0
USR_004,Friday,Lunch,RST_042,Nasi Ayam Plang Tu,Village 5 Café UTP,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_062', 'RST_017', 'RST_063', 'RST_064', 'RST_020', 'RST_050', 'RST_008', 'RST_057', 'RST_025', 'RST_006']",0
USR_004,Friday,Dinner,RST_062,Village 5 Café UTP,Village 5 Café UTP,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_062', 'RST_017', 'RST_063', 'RST_064', 'RST_020', 'RST_024', 'RST_043', 'RST_050', 'RST_057', 'RST_082']",1
USR_004,Saturday,Lunch,RST_017,Village 3 (V3) Café UTP,Village 5 Café UTP,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_062', 'RST_017', 'RST_063', 'RST_064', 'RST_020', 'RST_050', 'RST_008', 'RST_057', 'RST_025', 'RST_006']",1
USR_004,Saturday,Dinner,RST_017,Village 3 (V3) Café UTP,Village 5 Café UTP,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_062', 'RST_017', 'RST_063', 'RST_064', 'RST_020', 'RST_024', 'RST_043', 'RST_050', 'RST_057', 'RST_082']",1
USR_004,Sunday,Lunch,RST_062,Village 5 Café UTP,Village 5 Café UTP,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_062', 'RST_017', 'RST_063', 'RST_064', 'RST_020', 'RST_014', 'RST_005', 'RST_011', 'RST_061', 'RST_069']",1
USR_004,Sunday,Dinner,RST_020,Harraz Café Village 6 (V6),Village 5 Café UTP,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_062', 'RST_017', 'RST_063', 'RST_064', 'RST_020', 'RST_024', 'RST_043', 'RST_050', 'RST_057', 'RST_082']",1
USR_005,Tuesday,Lunch,RST_061,Ayam Gepuk Pak Gendut Seri Iskandar,Rizqullah,Nasi Ayam Plang Tu,Nasi Kerabu AB,"['RST_008', 'RST_042', 'RST_058', 'RST_025', 'RST_001', 'RST_048', 'RST_016', 'RST_009', 'RST_007', 'RST_029']",0
USR_005,Tuesday,Tea Time,RST_066,Pasta Medina Seri Iskandar,Tomyam Utama,Rizqullah,Leman Cendol SI,"['RST_001', 'RST_008', 'RST_009', 'RST_014', 'RST_061', 'RST_029', 'RST_027', 'RST_062', 'RST_069', 'RST_017']",0
USR_005,Tuesday,Late Dinner,RST_001,Tomyam Utama,Tomyam Utama,Nik Tomyam,Bischroon B Tomyam,"['RST_001', 'RST_015', 'RST_029', 'RST_027', 'RST_038', 'RST_043', 'RST_047', 'RST_014', 'RST_002', 'RST_046']",1
USR_005,Wednesday,Breakfast,RST_068,Kin Loong Valley Chang Jiang White Coffee,E One Roti Doll,Village 5 Café UTP,Village 3 (V3) Café UTP,"['RST_036', 'RST_062', 'RST_017', 'RST_019', 'RST_063', 'RST_058', 'RST_020', 'RST_006', 'RST_025', 'RST_007']",0
USR_005,Wednesday,Dinner,RST_045,Syrianno Restaurant (Makanan Arab),Tomyam Utama,Nik Tomyam,Bischroon B Tomyam,"['RST_001', 'RST_015', 'RST_029', 'RST_027', 'RST_002', 'RST_046', 'RST_044', 'RST_062', 'RST_028', 'RST_017']",0
USR_005,Wednesday,Late Dinner,RST_038,Kentang&Co,Tomyam Utama,Nik Tomyam,Bischroon B Tomyam,"['RST_001', 'RST_015', 'RST_029', 'RST_027', 'RST_043', 'RST_047', 'RST_014', 'RST_002', 'RST_046', 'RST_032']",0
USR_005,Thursday,Lunch,RST_069,Ayam Gepuk Tok Pa,Rizqullah,Nasi Ayam Plang Tu,Nasi Kerabu AB,"['RST_008', 'RST_042', 'RST_058', 'RST_025', 'RST_001', 'RST_048', 'RST_016', 'RST_009', 'RST_007', 'RST_029']",0
USR_005,Thursday,Late Dinner,RST_012,Mcdonald's Seri Iskandar DT,Tomyam Utama,Nik Tomyam,Bischroon B Tomyam,"['RST_001', 'RST_015', 'RST_029', 'RST_027', 'RST_002', 'RST_046', 'RST_044', 'RST_028', 'RST_043', 'RST_047']",0
USR_005,Friday,Lunch,RST_008,Rizqullah,Tomyam Utama,Rizqullah,Leman Cendol SI,"['RST_001', 'RST_008', 'RST_009', 'RST_014', 'RST_061', 'RST_042', 'RST_029', 'RST_062', 'RST_069', 'RST_017']",1
USR_005,Friday,Linner,RST_066,Pasta Medina Seri Iskandar,Tomyam Utama,Nik Tomyam,Leman Cendol SI,"['RST_001', 'RST_015', 'RST_009', 'RST_029', 'RST_027', 'RST_066', 'RST_010', 'RST_062', 'RST_017', 'RST_063']",1
USR_005,Sunday,Dinner,RST_044,Krua Madam Tomyam,Tomyam Utama,Nik Tomyam,Bischroon B Tomyam,"['RST_001', 'RST_015', 'RST_029', 'RST_027', 'RST_062', 'RST_066', 'RST_017', 'RST_010', 'RST_063', 'RST_020']",0
USR_005,Sunday,Late Dinner,RST_031,Restoran Al Bayan,Tomyam Utama,Nik Tomyam,Bischroon B Tomyam,"['RST_001', 'RST_015', 'RST_029', 'RST_027', 'RST_043', 'RST_047', 'RST_014', 'RST_046', 'RST_002', 'RST_032']",0
USR_006,Tuesday,Dinner,RST_080,Restoran Mamak Bistro,Marrybrown Seri Iskandar,A&W Seri Iskandar,Village 5 Café UTP,"['RST_067', 'RST_037', 'RST_062', 'RST_017', 'RST_063', 'RST_020', 'RST_083', 'RST_054', 'RST_006', 'RST_043']",0
USR_006,Wednesday,Lunch,RST_008,Rizqullah,Village 5 Café UTP,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_062', 'RST_017', 'RST_063', 'RST_020', 'RST_067', 'RST_037', 'RST_045', 'RST_007', 'RST_050', 'RST_073']",0
USR_006,Wednesday,Dinner,RST_021,Mastergrill SIBC Restaurant & Catering,Village 5 Café UTP,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_062', 'RST_017', 'RST_063', 'RST_020', 'RST_043', 'RST_067', 'RST_037', 'RST_045', 'RST_039', 'RST_050']",0
USR_006,Thursday,Lunch,RST_073,Little Ipoh Café,Restoran Bunda Seri Iskandar,Village 5 Café UTP,Village 3 (V3) Café UTP,"['RST_007', 'RST_062', 'RST_017', 'RST_063', 'RST_020', 'RST_073', 'RST_025', 'RST_067', 'RST_008', 'RST_037']",1
USR_006,Thursday,Late Dinner,RST_012,Mcdonald's Seri Iskandar DT,A&W Seri Iskandar,"Che'gu Cafe, Restaurant & Catering",Warisan Dapur Ibu,"['RST_037', 'RST_043', 'RST_039', 'RST_038', 'RST_072', 'RST_015', 'RST_047', 'RST_040', 'RST_032', 'RST_002']",0
USR_006,Friday,Brunch,RST_017,Village 3 (V3) Café UTP,Village 5 Café UTP,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_062', 'RST_017', 'RST_063', 'RST_020', 'RST_067', 'RST_037', 'RST_007', 'RST_073', 'RST_072', 'RST_083']",1
USR_006,Friday,Dinner,RST_028,Krua Thai Tomyam,"Che'gu Cafe, Restaurant & Catering",Warisan Dapur Ibu,Village 5 Café UTP,"['RST_043', 'RST_039', 'RST_062', 'RST_017', 'RST_063', 'RST_020', 'RST_067', 'RST_037', 'RST_048', 'RST_016']",0
USR_006,Saturday,Lunch,RST_081,Restoran D'putra,Marrybrown Seri Iskandar,A&W Seri Iskandar,Village 5 Café UTP,"['RST_067', 'RST_037', 'RST_062', 'RST_017', 'RST_063', 'RST_020', 'RST_083', 'RST_054', 'RST_006', 'RST_045']",0
USR_006,Saturday,Dinner,RST_076,Khunthai Village Restaurant@Ipoh,Village 5 Café UTP,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_062', 'RST_017', 'RST_063', 'RST_020', 'RST_043', 'RST_067', 'RST_037', 'RST_045', 'RST_014', 'RST_039']",0
USR_007,Sunday,Dinner,RST_031,Restoran Al Bayan,Rahman's Corner,Restoran Al Bayan,Kari Kepala Ikan Salim,"['RST_004', 'RST_031', 'RST_049', 'RST_033', 'RST_043', 'RST_048', 'RST_032', 'RST_016', 'RST_039', 'RST_017']",1
USR_007,Monday,Lunch,RST_049,Kari Kepala Ikan Salim,Rahman's Corner,Restoran Al Bayan,Kari Kepala Ikan Salim,"['RST_004', 'RST_031', 'RST_049', 'RST_033', 'RST_025', 'RST_008', 'RST_048', 'RST_016', 'RST_007', 'RST_042']",1
USR_007,Tuesday,Dinner,RST_004,Rahman's Corner,Rahman's Corner,Restoran Al Bayan,Kari Kepala Ikan Salim,"['RST_004', 'RST_031', 'RST_049', 'RST_033', 'RST_043', 'RST_048', 'RST_032', 'RST_016', 'RST_039', 'RST_017']",1
USR_007,Wednesday,Lunch,RST_007,Restoran Bunda Seri Iskandar,Rahman's Corner,Restoran Al Bayan,Rayyan Nasi Kukus,"['RST_004', 'RST_031', 'RST_025', 'RST_008', 'RST_049', 'RST_048', 'RST_016', 'RST_007', 'RST_033', 'RST_042']",1
USR_007,Thursday,Dinner,RST_008,Rizqullah,Rahman's Corner,Restoran Al Bayan,"Che'gu Cafe, Restaurant & Catering","['RST_004', 'RST_031', 'RST_043', 'RST_049', 'RST_048', 'RST_032', 'RST_016', 'RST_033', 'RST_039', 'RST_057']",0
USR_007,Friday,Lunch,RST_031,Restoran Al Bayan,Rahman's Corner,Restoran Al Bayan,Kari Kepala Ikan Salim,"['RST_004', 'RST_031', 'RST_049', 'RST_033', 'RST_025', 'RST_008', 'RST_048', 'RST_016', 'RST_007', 'RST_042']",1
USR_007,Saturday,Dinner,RST_049,Kari Kepala Ikan Salim,Rahman's Corner,Restoran Al Bayan,Kari Kepala Ikan Salim,"['RST_004', 'RST_031', 'RST_049', 'RST_033', 'RST_043', 'RST_048', 'RST_032', 'RST_016', 'RST_039', 'RST_017']",1
USR_007,Sunday,Lunch,RST_004,Rahman's Corner,Rahman's Corner,Restoran Al Bayan,Rayyan Nasi Kukus,"['RST_004', 'RST_031', 'RST_025', 'RST_008', 'RST_049', 'RST_048', 'RST_016', 'RST_007', 'RST_033', 'RST_042']",1
USR_007,Monday,Dinner,RST_007,Restoran Bunda Seri Iskandar,Rahman's Corner,Restoran Al Bayan,"Che'gu Cafe, Restaurant & Catering","['RST_004', 'RST_031', 'RST_043', 'RST_049', 'RST_048', 'RST_032', 'RST_016', 'RST_033', 'RST_039', 'RST_057']",0
USR_007,Tuesday,Lunch,RST_008,Rizqullah,Rahman's Corner,Restoran Al Bayan,Rayyan Nasi Kukus,"['RST_004', 'RST_031', 'RST_025', 'RST_008', 'RST_049', 'RST_048', 'RST_016', 'RST_007', 'RST_033', 'RST_042']",1
USR_007,Wednesday,Dinner,RST_031,Restoran Al Bayan,Rahman's Corner,Restoran Al Bayan,Kari Kepala Ikan Salim,"['RST_004', 'RST_031', 'RST_049', 'RST_033', 'RST_043', 'RST_048', 'RST_032', 'RST_016', 'RST_039', 'RST_017']",1
USR_008,Tuesday,Lunch,RST_006,Subway Seri Iskandar,Village 2 Café UTP,Village 3 (V3) Café UTP,Village 5 Café UTP,"['RST_063', 'RST_017', 'RST_062', 'RST_020', 'RST_064', 'RST_034', 'RST_006', 'RST_035', 'RST_065', 'RST_012']",1
USR_008,Saturday,Dinner,RST_060,"The Coffee Bean & Tea Leaf, Canning II",Secret Recipe Seri Iskandar,Village 2 Café UTP,Village 3 (V3) Café UTP,"['RST_035', 'RST_063', 'RST_017', 'RST_062', 'RST_020', 'RST_040', 'RST_023', 'RST_047', 'RST_065', 'RST_013']",0
USR_008,Sunday,Tea Time,RST_023,"ZUS Coffee - Seri Iskandar, Perak",Village 2 Café UTP,Village 3 (V3) Café UTP,Village 5 Café UTP,"['RST_063', 'RST_017', 'RST_062', 'RST_020', 'RST_035', 'RST_040', 'RST_023', 'RST_047', 'RST_065', 'RST_060']",1
USR_008,Tuesday,Lunch,RST_012,Mcdonald's Seri Iskandar DT,Village 2 Café UTP,Village 3 (V3) Café UTP,Village 5 Café UTP,"['RST_063', 'RST_017', 'RST_062', 'RST_020', 'RST_064', 'RST_034', 'RST_006', 'RST_035', 'RST_065', 'RST_012']",1
USR_008,Saturday,Dinner,RST_013,Suito Coffee & Dessert,Secret Recipe Seri Iskandar,Village 2 Café UTP,Village 3 (V3) Café UTP,"['RST_035', 'RST_063', 'RST_017', 'RST_062', 'RST_020', 'RST_040', 'RST_023', 'RST_047', 'RST_065', 'RST_013']",1
USR_008,Sunday,Brunch,RST_035,Secret Recipe Seri Iskandar,Secret Recipe Seri Iskandar,Village 2 Café UTP,Village 3 (V3) Café UTP,"['RST_035', 'RST_063', 'RST_017', 'RST_062', 'RST_020', 'RST_023', 'RST_065', 'RST_012', 'RST_034', 'RST_006']",1
USR_008,Tuesday,Lunch,RST_006,Subway Seri Iskandar,Village 2 Café UTP,Village 3 (V3) Café UTP,Village 5 Café UTP,"['RST_063', 'RST_017', 'RST_062', 'RST_020', 'RST_064', 'RST_034', 'RST_006', 'RST_035', 'RST_065', 'RST_012']",1
USR_008,Saturday,Dinner,RST_060,"The Coffee Bean & Tea Leaf, Canning II",Secret Recipe Seri Iskandar,Village 2 Café UTP,Village 3 (V3) Café UTP,"['RST_035', 'RST_063', 'RST_017', 'RST_062', 'RST_020', 'RST_040', 'RST_023', 'RST_047', 'RST_065', 'RST_013']",0
USR_008,Sunday,Tea Time,RST_023,"ZUS Coffee - Seri Iskandar, Perak",Village 2 Café UTP,Village 3 (V3) Café UTP,Village 5 Café UTP,"['RST_063', 'RST_017', 'RST_062', 'RST_020', 'RST_035', 'RST_040', 'RST_023', 'RST_047', 'RST_065', 'RST_060']",1
USR_008,Tuesday,Lunch,RST_012,Mcdonald's Seri Iskandar DT,Village 2 Café UTP,Village 3 (V3) Café UTP,Village 5 Café UTP,"['RST_063', 'RST_017', 'RST_062', 'RST_020', 'RST_064', 'RST_034', 'RST_006', 'RST_035', 'RST_065', 'RST_012']",1
USR_009,Saturday,Dinner,RST_050,Restoran Pakcik Wong Greentown,Restoran Bamboo House Seri Iskandar,Restoran Pakcik Wong Greentown,Restoran Pakcik Wong Station 18,"['RST_041', 'RST_050', 'RST_051', 'RST_063', 'RST_043', 'RST_062', 'RST_017', 'RST_020', 'RST_067', 'RST_037']",1
USR_009,Monday,Dinner,RST_051,Restoran Pakcik Wong Station 18,Restoran Bamboo House Seri Iskandar,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_041', 'RST_017', 'RST_063', 'RST_062', 'RST_020', 'RST_050', 'RST_043', 'RST_067', 'RST_037', 'RST_051']",1
USR_009,Wednesday,Dinner,RST_041,Restoran Bamboo House Seri Iskandar,Restoran Bamboo House Seri Iskandar,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_041', 'RST_017', 'RST_063', 'RST_062', 'RST_020', 'RST_050', 'RST_043', 'RST_067', 'RST_037', 'RST_051']",1
USR_009,Friday,Dinner,RST_007,Restoran Bunda Seri Iskandar,"Che'gu Cafe, Restaurant & Catering",Warisan Dapur Ibu,Village 3 (V3) Café UTP,"['RST_043', 'RST_039', 'RST_017', 'RST_063', 'RST_062', 'RST_020', 'RST_067', 'RST_037', 'RST_048', 'RST_041']",0
USR_009,Saturday,Dinner,RST_050,Restoran Pakcik Wong Greentown,Restoran Bamboo House Seri Iskandar,Restoran Pakcik Wong Greentown,Restoran Pakcik Wong Station 18,"['RST_041', 'RST_050', 'RST_051', 'RST_063', 'RST_043', 'RST_062', 'RST_017', 'RST_020', 'RST_067', 'RST_037']",1
USR_009,Monday,Dinner,RST_051,Restoran Pakcik Wong Station 18,Restoran Bamboo House Seri Iskandar,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_041', 'RST_017', 'RST_063', 'RST_062', 'RST_020', 'RST_050', 'RST_043', 'RST_067', 'RST_037', 'RST_051']",1
USR_009,Wednesday,Dinner,RST_041,Restoran Bamboo House Seri Iskandar,Restoran Bamboo House Seri Iskandar,Village 3 (V3) Café UTP,Village 2 Café UTP,"['RST_041', 'RST_017', 'RST_063', 'RST_062', 'RST_020', 'RST_050', 'RST_043', 'RST_067', 'RST_037', 'RST_051']",1
